Potential Energy: 430.182 (kcal/mol) 
Kinetic Energy: 410.097 (kT) 
Potential Energy: 437.888 (kcal/mol) 
Kinetic Energy: 411.166 (kT) 
Potential Energy: 400.118 (kcal/mol) 
Kinetic Energy: 415.474 (kT) 
Potential Energy: 413.984 (kcal/mol) 
Kinetic Energy: 426.77 (kT) 
Potential Energy: 389.687 (kcal/mol) 
Kinetic Energy: 415.917 (kT) 
Potential Energy: 422.962 (kcal/mol) 
Kinetic Energy: 403.507 (kT) 
Potential Energy: 411.639 (kcal/mol) 
Kinetic Energy: 399.033 (kT) 
Potential Energy: 458.804 (kcal/mol) 
Kinetic Energy: 401.382 (kT) 
Potential Energy: 426.818 (kcal/mol) 
Kinetic Energy: 407.047 (kT) 
Potential Energy: 467.491 (kcal/mol) 
Kinetic Energy: 425.149 (kT) 
Potential Energy: 397.792 (kcal/mol) 
Kinetic Energy: 405.458 (kT) 
Potential Energy: 439.854 (kcal/mol) 
Kinetic Energy: 382.514 (kT) 
Potential Energy: 437.33 (kcal/mol) 
Kinetic Energy: 410.241 (kT) 
Potential Energy: 466.277 (kcal/mol) 
Kinetic Energy: 431.786 (kT) 
Potential Energy: 417.591 (kcal/mol) 
Kinetic Energy: 418.716 (kT) 
Potential Energy: 439.448 (kcal/mol) 
Kinetic Energy: 421.631 (kT) 
Potential Energy: 426.533 (kcal/mol) 
Kinetic Energy: 407.652 (kT) 
Potential Energy: 381.859 (kcal/mol) 
Kinetic Energy: 429.69 (kT) 
Potential Energy: 384.963 (kcal/mol) 
Kinetic Energy: 429.601 (kT) 
Potential Energy: 375.9 (kcal/mol) 
Kinetic Energy: 430.482 (kT) 
Potential Energy: 432.765 (kcal/mol) 
Kinetic Energy: 433.954 (kT) 
Potential Energy: 440.173 (kcal/mol) 
Kinetic Energy: 424.286 (kT) 
Potential Energy: 438.521 (kcal/mol) 
Kinetic Energy: 410.372 (kT) 
Potential Energy: 433.759 (kcal/mol) 
Kinetic Energy: 416 (kT) 
Potential Energy: 424.055 (kcal/mol) 
Kinetic Energy: 457.224 (kT) 
Potential Energy: 409.877 (kcal/mol) 
Kinetic Energy: 423.156 (kT) 
Potential Energy: 417.492 (kcal/mol) 
Kinetic Energy: 443.821 (kT) 
Potential Energy: 365.225 (kcal/mol) 
Kinetic Energy: 412.335 (kT) 
Potential Energy: 379.616 (kcal/mol) 
Kinetic Energy: 427.244 (kT) 
Potential Energy: 428.428 (kcal/mol) 
Kinetic Energy: 446.801 (kT) 
Potential Energy: 392.721 (kcal/mol) 
Kinetic Energy: 435.302 (kT) 
Potential Energy: 402.804 (kcal/mol) 
Kinetic Energy: 444.179 (kT) 
Potential Energy: 415.226 (kcal/mol) 
